64.25,-78.75
64.25,-78.25
64.25,-77.75
64.25,-77.25
64.25,-76.75
64.25,-76.25
64.25,-75.75
64.25,-75.25
64.25,-74.75
64.25,-74.25
64.25,-73.75
64.25,-73.25
64.25,-72.75
63.75,-79.25
63.75,-78.75
63.75,-78.25
63.75,-77.75
63.75,-77.25
63.75,-76.75
63.75,-76.25
63.75,-75.75
63.75,-75.25
63.75,-74.75
63.75,-74.25
63.75,-73.75
63.75,-73.25
63.75,-72.75
63.75,-72.25
63.75,-71.75
63.25,-79.75
63.25,-79.25
63.25,-78.75
63.25,-78.25
63.25,-77.75
63.25,-77.25
63.25,-76.75
63.25,-76.25
63.25,-75.75
63.25,-75.25
63.25,-74.75
63.25,-74.25
63.25,-73.75
63.25,-73.25
63.25,-72.75
63.25,-72.25
63.25,-71.75
63.25,-71.25
63.25,-70.75
62.75,-79.75
62.75,-79.25
62.75,-78.75
62.75,-78.25
62.75,-77.75
62.75,-77.25
62.75,-76.75
62.75,-76.25
62.75,-75.75
62.75,-75.25
62.75,-74.75
62.75,-74.25
62.75,-73.75
62.75,-73.25
62.75,-72.75
62.75,-72.25
62.75,-71.75
62.75,-71.25
62.75,-70.75
62.75,-70.25
62.75,-69.75
62.75,-69.25
62.75,-68.75
62.25,-79.75
62.25,-79.25
62.25,-78.75
62.25,-78.25
62.25,-77.75
62.25,-77.25
62.25,-76.75
62.25,-76.25
62.25,-75.75
62.25,-75.25
62.25,-74.75
62.25,-74.25
62.25,-73.75
62.25,-73.25
62.25,-72.75
62.25,-72.25
62.25,-71.75
62.25,-71.25
62.25,-70.75
62.25,-70.25
62.25,-69.75
62.25,-69.25
62.25,-68.75
62.25,-68.25
62.25,-67.75
62.25,-67.25
62.25,-65.75
62.25,-65.25
62.25,-64.75
62.25,-64.25
62.25,-63.75
61.75,-79.75
61.75,-79.25
61.75,-78.75
61.75,-78.25
61.75,-77.75
61.75,-77.25
61.75,-76.75
61.75,-76.25
61.75,-75.75
61.75,-75.25
61.75,-74.75
61.75,-74.25
61.75,-73.75
61.75,-73.25
61.75,-72.75
61.75,-72.25
61.75,-71.75
61.75,-71.25
61.75,-70.75
61.75,-70.25
61.75,-69.75
61.75,-69.25
61.75,-68.75
61.75,-68.25
61.75,-67.75
61.75,-67.25
61.75,-66.75
61.75,-66.25
61.75,-65.75
61.75,-65.25
61.75,-64.75
61.75,-64.25
61.75,-63.75
61.75,-63.25
61.25,-79.75
61.25,-79.25
61.25,-78.75
61.25,-78.25
61.25,-77.75
61.25,-77.25
61.25,-76.75
61.25,-76.25
61.25,-75.75
61.25,-75.25
61.25,-74.75
61.25,-74.25
61.25,-73.75
61.25,-73.25
61.25,-72.75
61.25,-72.25
61.25,-71.75
61.25,-71.25
61.25,-70.75
61.25,-70.25
61.25,-69.75
61.25,-69.25
61.25,-68.75
61.25,-68.25
61.25,-67.75
61.25,-67.25
61.25,-66.75
61.25,-66.25
61.25,-65.75
61.25,-65.25
61.25,-64.75
61.25,-64.25
61.25,-63.75
61.25,-63.25
61.25,-62.75
60.75,-79.75
60.75,-79.25
60.75,-78.75
60.75,-78.25
60.75,-77.75
60.75,-77.25
60.75,-76.75
60.75,-76.25
60.75,-75.75
60.75,-75.25
60.75,-74.75
60.75,-74.25
60.75,-73.75
60.75,-73.25
60.75,-72.75
60.75,-72.25
60.75,-71.75
60.75,-71.25
60.75,-70.75
60.75,-70.25
60.75,-69.75
60.75,-69.25
60.75,-68.75
60.75,-68.25
60.75,-67.75
60.75,-67.25
60.75,-66.75
60.75,-66.25
60.75,-65.75
60.75,-65.25
60.75,-64.75
60.75,-64.25
60.75,-63.75
60.75,-63.25
60.75,-62.75
60.75,-62.25
60.25,-79.75
60.25,-79.25
60.25,-78.75
60.25,-78.25
60.25,-77.75
60.25,-77.25
60.25,-76.75
60.25,-76.25
60.25,-75.75
60.25,-75.25
60.25,-74.75
60.25,-74.25
60.25,-73.75
60.25,-73.25
60.25,-72.75
60.25,-72.25
60.25,-71.75
60.25,-71.25
60.25,-70.75
60.25,-70.25
60.25,-69.75
60.25,-69.25
60.25,-68.75
60.25,-68.25
60.25,-67.75
60.25,-67.25
60.25,-66.75
60.25,-66.25
60.25,-65.75
60.25,-65.25
60.25,-64.75
60.25,-64.25
60.25,-63.75
60.25,-63.25
60.25,-62.75
60.25,-62.25
60.25,-61.75
59.75,-80.25
59.75,-79.75
59.75,-79.25
59.75,-78.75
59.75,-78.25
59.75,-77.75
59.75,-77.25
59.75,-76.75
59.75,-76.25
59.75,-75.75
59.75,-75.25
59.75,-74.75
59.75,-74.25
59.75,-73.75
59.75,-73.25
59.75,-72.75
59.75,-72.25
59.75,-71.75
59.75,-71.25
59.75,-70.75
59.75,-70.25
59.75,-69.75
59.75,-69.25
59.75,-68.75
59.75,-68.25
59.75,-67.75
59.75,-67.25
59.75,-66.75
59.75,-66.25
59.75,-65.75
59.75,-65.25
59.75,-64.75
59.75,-64.25
59.75,-63.75
59.75,-63.25
59.75,-62.75
59.75,-62.25
59.75,-61.75
59.75,-61.25
59.25,-80.25
59.25,-79.75
59.25,-79.25
59.25,-78.75
59.25,-78.25
59.25,-77.75
59.25,-77.25
59.25,-76.75
59.25,-76.25
59.25,-75.75
59.25,-75.25
59.25,-74.75
59.25,-74.25
59.25,-73.75
59.25,-73.25
59.25,-72.75
59.25,-72.25
59.25,-71.75
59.25,-71.25
59.25,-70.75
59.25,-70.25
59.25,-69.75
59.25,-69.25
59.25,-68.75
59.25,-68.25
59.25,-67.75
59.25,-67.25
59.25,-66.75
59.25,-66.25
59.25,-65.75
59.25,-65.25
59.25,-64.75
59.25,-64.25
59.25,-63.75
59.25,-63.25
59.25,-62.75
59.25,-62.25
59.25,-61.75
59.25,-61.25
59.25,-60.75
59.25,-60.25
58.75,-89.25
58.75,-88.75
58.75,-88.25
58.75,-80.25
58.75,-79.75
58.75,-79.25
58.75,-78.75
58.75,-78.25
58.75,-77.75
58.75,-77.25
58.75,-76.75
58.75,-76.25
58.75,-75.75
58.75,-75.25
58.75,-74.75
58.75,-74.25
58.75,-73.75
58.75,-73.25
58.75,-72.75
58.75,-72.25
58.75,-71.75
58.75,-71.25
58.75,-70.75
58.75,-70.25
58.75,-69.75
58.75,-69.25
58.75,-68.75
58.75,-68.25
58.75,-67.75
58.75,-67.25
58.75,-66.75
58.75,-66.25
58.75,-65.75
58.75,-65.25
58.75,-64.75
58.75,-64.25
58.75,-63.75
58.75,-63.25
58.75,-62.75
58.75,-62.25
58.75,-61.75
58.75,-61.25
58.75,-60.75
58.75,-60.25
58.75,-59.75
58.25,-90.25
58.25,-89.75
58.25,-89.25
58.25,-88.75
58.25,-88.25
58.25,-87.75
58.25,-87.25
58.25,-80.25
58.25,-79.75
58.25,-79.25
58.25,-78.75
58.25,-78.25
58.25,-77.75
58.25,-77.25
58.25,-76.75
58.25,-76.25
58.25,-75.75
58.25,-75.25
58.25,-74.75
58.25,-74.25
58.25,-73.75
58.25,-73.25
58.25,-72.75
58.25,-72.25
58.25,-71.75
58.25,-71.25
58.25,-70.75
58.25,-70.25
58.25,-69.75
58.25,-69.25
58.25,-68.75
58.25,-68.25
58.25,-67.75
58.25,-67.25
58.25,-66.75
58.25,-66.25
58.25,-65.75
58.25,-65.25
58.25,-64.75
58.25,-64.25
58.25,-63.75
58.25,-63.25
58.25,-62.75
58.25,-62.25
58.25,-61.75
58.25,-61.25
58.25,-60.75
58.25,-60.25
58.25,-59.75
57.75,-91.25
57.75,-90.75
57.75,-90.25
57.75,-89.75
57.75,-89.25
57.75,-88.75
57.75,-88.25
57.75,-87.75
57.75,-87.25
57.75,-86.75
57.75,-86.25
57.75,-80.25
57.75,-79.75
57.75,-79.25
57.75,-78.75
57.75,-78.25
57.75,-77.75
57.75,-77.25
57.75,-76.75
57.75,-76.25
57.75,-75.75
57.75,-75.25
57.75,-74.75
57.75,-74.25
57.75,-73.75
57.75,-73.25
57.75,-72.75
57.75,-72.25
57.75,-71.75
57.75,-71.25
57.75,-70.75
57.75,-70.25
57.75,-69.75
57.75,-69.25
57.75,-68.75
57.75,-68.25
57.75,-67.75
57.75,-67.25
57.75,-66.75
57.75,-66.25
57.75,-65.75
57.75,-65.25
57.75,-64.75
57.75,-64.25
57.75,-63.75
57.75,-63.25
57.75,-62.75
57.75,-62.25
57.75,-61.75
57.75,-61.25
57.75,-60.75
57.75,-60.25
57.75,-59.75
57.75,-59.25
57.25,-91.75
57.25,-91.25
57.25,-90.75
57.25,-90.25
57.25,-89.75
57.25,-89.25
57.25,-88.75
57.25,-88.25
57.25,-87.75
57.25,-87.25
57.25,-86.75
57.25,-86.25
57.25,-85.75
57.25,-85.25
57.25,-84.75
57.25,-84.25
57.25,-83.75
57.25,-79.75
57.25,-79.25
57.25,-78.75
57.25,-78.25
57.25,-77.75
57.25,-77.25
57.25,-76.75
57.25,-76.25
57.25,-75.75
57.25,-75.25
57.25,-74.75
57.25,-74.25
57.25,-73.75
57.25,-73.25
57.25,-72.75
57.25,-72.25
57.25,-71.75
57.25,-71.25
57.25,-70.75
57.25,-70.25
57.25,-69.75
57.25,-69.25
57.25,-68.75
57.25,-68.25
57.25,-67.75
57.25,-67.25
57.25,-66.75
57.25,-66.25
57.25,-65.75
57.25,-65.25
57.25,-64.75
57.25,-64.25
57.25,-63.75
57.25,-63.25
57.25,-62.75
57.25,-62.25
57.25,-61.75
57.25,-61.25
57.25,-60.75
57.25,-60.25
57.25,-59.75
57.25,-59.25
56.75,-92.75
56.75,-92.25
56.75,-91.75
56.75,-91.25
56.75,-90.75
56.75,-90.25
56.75,-89.75
56.75,-89.25
56.75,-88.75
56.75,-88.25
56.75,-87.75
56.75,-87.25
56.75,-86.75
56.75,-86.25
56.75,-85.75
56.75,-85.25
56.75,-84.75
56.75,-84.25
56.75,-83.75
56.75,-83.25
56.75,-82.75
56.75,-82.25
56.75,-81.75
56.75,-81.25
56.75,-79.25
56.75,-78.75
56.75,-78.25
56.75,-77.75
56.75,-77.25
56.75,-76.75
56.75,-76.25
56.75,-75.75
56.75,-75.25
56.75,-74.75
56.75,-74.25
56.75,-73.75
56.75,-73.25
56.75,-72.75
56.75,-72.25
56.75,-71.75
56.75,-71.25
56.75,-70.75
56.75,-70.25
56.75,-69.75
56.75,-69.25
56.75,-68.75
56.75,-68.25
56.75,-67.75
56.75,-67.25
56.75,-66.75
56.75,-66.25
56.75,-65.75
56.75,-65.25
56.75,-64.75
56.75,-64.25
56.75,-63.75
56.75,-63.25
56.75,-62.75
56.75,-62.25
56.75,-61.75
56.75,-61.25
56.75,-60.75
56.75,-60.25
56.75,-59.75
56.75,-59.25
56.75,-58.75
56.75,-58.25
56.75,-57.75
56.75,-57.25
56.25,-93.25
56.25,-92.75
56.25,-92.25
56.25,-91.75
56.25,-91.25
56.25,-90.75
56.25,-90.25
56.25,-89.75
56.25,-89.25
56.25,-88.75
56.25,-88.25
56.25,-87.75
56.25,-87.25
56.25,-86.75
56.25,-86.25
56.25,-85.75
56.25,-85.25
56.25,-84.75
56.25,-84.25
56.25,-83.75
56.25,-83.25
56.25,-82.75
56.25,-82.25
56.25,-81.75
56.25,-81.25
56.25,-80.75
56.25,-80.25
56.25,-79.75
56.25,-79.25
56.25,-78.75
56.25,-78.25
56.25,-77.75
56.25,-77.25
56.25,-76.75
56.25,-76.25
56.25,-75.75
56.25,-75.25
56.25,-74.75
56.25,-74.25
56.25,-73.75
56.25,-73.25
56.25,-72.75
56.25,-72.25
56.25,-71.75
56.25,-71.25
56.25,-70.75
56.25,-70.25
56.25,-69.75
56.25,-69.25
56.25,-68.75
56.25,-68.25
56.25,-67.75
56.25,-67.25
56.25,-66.75
56.25,-66.25
56.25,-65.75
56.25,-65.25
56.25,-64.75
56.25,-64.25
56.25,-63.75
56.25,-63.25
56.25,-62.75
56.25,-62.25
56.25,-61.75
56.25,-61.25
56.25,-60.75
56.25,-60.25
56.25,-59.75
56.25,-59.25
56.25,-58.75
56.25,-58.25
56.25,-57.75
56.25,-57.25
56.25,-56.75
56.25,-56.25
56.25,-55.75
55.75,-94.25
55.75,-93.75
55.75,-93.25
55.75,-92.75
55.75,-92.25
55.75,-91.75
55.75,-91.25
55.75,-90.75
55.75,-90.25
55.75,-89.75
55.75,-89.25
55.75,-88.75
55.75,-88.25
55.75,-87.75
55.75,-87.25
55.75,-86.75
55.75,-86.25
55.75,-85.75
55.75,-85.25
55.75,-84.75
55.75,-84.25
55.75,-83.75
55.75,-83.25
55.75,-82.75
55.75,-82.25
55.75,-81.75
55.75,-81.25
55.75,-80.75
55.75,-80.25
55.75,-79.75
55.75,-79.25
55.75,-78.75
55.75,-78.25
55.75,-77.75
55.75,-77.25
55.75,-76.75
55.75,-76.25
55.75,-75.75
55.75,-75.25
55.75,-74.75
55.75,-74.25
55.75,-73.75
55.75,-73.25
55.75,-72.75
55.75,-72.25
55.75,-71.75
55.75,-71.25
55.75,-70.75
55.75,-70.25
55.75,-69.75
55.75,-69.25
55.75,-68.75
55.75,-68.25
55.75,-67.75
55.75,-67.25
55.75,-66.75
55.75,-66.25
55.75,-65.75
55.75,-65.25
55.75,-64.75
55.75,-64.25
55.75,-63.75
55.75,-63.25
55.75,-62.75
55.75,-62.25
55.75,-61.75
55.75,-61.25
55.75,-60.75
55.75,-60.25
55.75,-59.75
55.75,-59.25
55.75,-58.75
55.75,-58.25
55.75,-57.75
55.75,-57.25
55.75,-56.75
55.75,-56.25
55.75,-55.75
55.75,-55.25
55.25,-94.75
55.25,-94.25
55.25,-93.75
55.25,-93.25
55.25,-92.75
55.25,-92.25
55.25,-91.75
55.25,-91.25
55.25,-90.75
55.25,-90.25
55.25,-89.75
55.25,-89.25
55.25,-88.75
55.25,-88.25
55.25,-87.75
55.25,-87.25
55.25,-86.75
55.25,-86.25
55.25,-85.75
55.25,-85.25
55.25,-84.75
55.25,-84.25
55.25,-83.75
55.25,-83.25
55.25,-82.75
55.25,-82.25
55.25,-81.75
55.25,-81.25
55.25,-80.75
55.25,-80.25
55.25,-79.75
55.25,-79.25
55.25,-78.75
55.25,-78.25
55.25,-77.75
55.25,-77.25
55.25,-76.75
55.25,-76.25
55.25,-75.75
55.25,-75.25
55.25,-74.75
55.25,-74.25
55.25,-73.75
55.25,-73.25
55.25,-72.75
55.25,-72.25
55.25,-71.75
55.25,-71.25
55.25,-70.75
55.25,-70.25
55.25,-69.75
55.25,-69.25
55.25,-68.75
55.25,-68.25
55.25,-67.75
55.25,-67.25
55.25,-66.75
55.25,-66.25
55.25,-65.75
55.25,-65.25
55.25,-64.75
55.25,-64.25
55.25,-63.75
55.25,-63.25
55.25,-62.75
55.25,-62.25
55.25,-61.75
55.25,-61.25
55.25,-60.75
55.25,-60.25
55.25,-59.75
55.25,-59.25
55.25,-58.75
55.25,-58.25
55.25,-57.75
55.25,-57.25
55.25,-56.75
55.25,-56.25
55.25,-55.75
55.25,-55.25
55.25,-54.75
54.75,-95.75
54.75,-95.25
54.75,-94.75
54.75,-94.25
54.75,-93.75
54.75,-93.25
54.75,-92.75
54.75,-92.25
54.75,-91.75
54.75,-91.25
54.75,-90.75
54.75,-90.25
54.75,-89.75
54.75,-89.25
54.75,-88.75
54.75,-88.25
54.75,-87.75
54.75,-87.25
54.75,-86.75
54.75,-86.25
54.75,-85.75
54.75,-85.25
54.75,-84.75
54.75,-84.25
54.75,-83.75
54.75,-83.25
54.75,-82.75
54.75,-82.25
54.75,-81.75
54.75,-81.25
54.75,-80.75
54.75,-80.25
54.75,-79.75
54.75,-79.25
54.75,-78.75
54.75,-78.25
54.75,-77.75
54.75,-77.25
54.75,-76.75
54.75,-76.25
54.75,-75.75
54.75,-75.25
54.75,-74.75
54.75,-74.25
54.75,-73.75
54.75,-73.25
54.75,-72.75
54.75,-72.25
54.75,-71.75
54.75,-71.25
54.75,-70.75
54.75,-70.25
54.75,-69.75
54.75,-69.25
54.75,-68.75
54.75,-68.25
54.75,-67.75
54.75,-67.25
54.75,-66.75
54.75,-66.25
54.75,-65.75
54.75,-65.25
54.75,-64.75
54.75,-64.25
54.75,-63.75
54.75,-63.25
54.75,-62.75
54.75,-62.25
54.75,-61.75
54.75,-61.25
54.75,-60.75
54.75,-60.25
54.75,-59.75
54.75,-59.25
54.75,-58.75
54.75,-58.25
54.75,-57.75
54.75,-57.25
54.75,-56.75
54.75,-56.25
54.75,-55.75
54.75,-55.25
54.75,-54.75
54.75,-54.25
